key,HeroLevel,InGameLevel,Takedowns,KillingBlows,Assists,Deaths,HighestKillStreak,HeroDamage,SiegeDamage,Healing,SelfHealing,DamageTaken,ExperienceContribution,MercCampCaptures,date,type
Azmodan,12,20,11,3,8,3,7,41788,128325,327,1962,0,15679,1,7/27/17,Specialist
Azmodan,12,20,11,3,8,3,7,41695,128883,320,1971,0,15691,1,7/28/17,Specialist
Azmodan,12,20,11,3,8,3,7,41548,129044,296,1982,0,15823,1,7/29/17,Specialist
Azmodan,12,20,11,3,8,3,7,41445,128750,295,2000,0,15710,1,7/30/17,Specialist
Azmodan,12,20,11,3,8,3,7,41402,129428,292,2027,0,15747,1,7/31/17,Specialist
Azmodan,12,20,11,3,8,3,7,41458,128221,318,2040,0,15598,1,8/1/17,Specialist
Azmodan,12,20,11,3,8,3,7,41309,127711,333,1964,0,15554,1,8/2/17,Specialist
Azmodan,12,20,11,3,8,3,7,41411,128999,324,2030,0,15637,1,8/3/17,Specialist
Azmodan,12,20,11,3,8,3,7,40878,127004,289,2067,0,15472,1,8/4/17,Specialist
Azmodan,12,20,11,3,8,3,7,41353,127887,298,2120,0,15642,1,8/5/17,Specialist
Azmodan,12,20,11,3,8,3,7,41552,127767,314,2016,0,15605,1,8/6/17,Specialist
Azmodan,12,20,11,3,8,3,7,41537,127186,323,2058,0,15584,1,8/7/17,Specialist
Azmodan,11,20,11,3,8,3,7,40918,124237,315,2065,0,15390,1,8/8/17,Specialist
Azmodan,10,20,12,3,8,3,7,39835,122035,221,1973,0,15525,1,8/9/17,Specialist
Azmodan,10,20,12,3,8,3,7,39907,123875,199,1898,0,15681,1,8/10/17,Specialist
Azmodan,11,20,12,3,8,3,7,39604,124102,206,1978,0,15691,1,8/11/17,Specialist
Azmodan,11,20,11,3,8,3,7,39505,124877,215,2001,0,15686,1,8/12/17,Specialist
Azmodan,11,20,12,3,8,3,7,39742,125488,242,1958,0,15831,1,8/13/17,Specialist
Gazlowe,10,20,11,2,8,4,5,40121,104989,40,23,0,14278,3,7/14/17,Specialist
Gazlowe,10,20,11,2,8,4,5,39299,102504,38,24,0,13996,3,7/15/17,Specialist
Gazlowe,10,20,11,2,8,4,5,39331,102953,39,25,0,14135,3,7/16/17,Specialist
Gazlowe,10,20,11,2,8,4,6,38693,102339,42,27,0,14036,3,7/17/17,Specialist
Gazlowe,11,20,11,3,8,4,6,40553,105898,53,40,0,14407,3,7/18/17,Specialist
Gazlowe,12,20,11,3,8,4,6,40379,106981,49,31,0,14542,3,7/19/17,Specialist
Gazlowe,12,20,11,3,8,4,6,40671,106514,45,32,0,14517,3,7/20/17,Specialist
Gazlowe,12,20,11,3,8,4,6,40259,105869,55,29,0,14490,3,7/21/17,Specialist
Gazlowe,12,20,11,3,8,4,6,39964,105378,45,35,0,14442,3,7/22/17,Specialist
Gazlowe,12,20,11,2,8,4,6,40771,106673,48,41,0,14477,3,7/23/17,Specialist
Gazlowe,11,20,11,2,8,4,5,40493,108032,61,44,0,14680,3,7/24/17,Specialist
Gazlowe,12,20,11,2,8,4,6,39245,105739,62,25,0,14432,3,7/25/17,Specialist
Gazlowe,12,20,11,2,8,4,6,39923,106761,52,31,0,14466,3,7/26/17,Specialist
Gazlowe,11,20,11,2,8,4,5,39977,106268,44,28,0,14299,3,7/27/17,Specialist
Gazlowe,12,20,11,2,8,4,5,39815,107453,37,21,0,14497,3,7/28/17,Specialist
Gazlowe,12,20,11,2,8,4,6,39774,107369,43,28,0,14455,3,7/29/17,Specialist
Gazlowe,12,20,11,2,8,4,6,39561,105732,48,23,0,14318,3,7/30/17,Specialist
Gazlowe,11,20,11,2,8,4,6,39470,105882,47,29,0,14315,3,7/31/17,Specialist
Gazlowe,10,20,11,2,8,4,5,38893,103855,57,35,0,14082,3,8/1/17,Specialist
Gazlowe,9,20,11,2,8,4,5,38698,104418,51,28,0,14196,3,8/2/17,Specialist
Gazlowe,10,20,11,2,8,4,6,39094,104161,39,31,0,14199,3,8/3/17,Specialist
Gazlowe,10,20,11,2,8,4,6,39470,105143,51,31,0,14342,3,8/4/17,Specialist
Gazlowe,10,20,11,2,8,4,6,39094,104088,44,29,0,14149,3,8/5/17,Specialist
Gazlowe,10,20,11,2,8,4,6,38548,104272,53,33,0,14204,3,8/6/17,Specialist
Gazlowe,10,20,11,2,8,4,5,39010,106234,50,27,0,14347,3,8/7/17,Specialist
Gazlowe,11,20,11,2,8,4,5,39548,104220,47,37,0,14170,3,8/8/17,Specialist
Gazlowe,11,20,11,3,8,4,6,39784,103525,15,29,0,14286,3,8/9/17,Specialist
Gazlowe,12,20,11,3,8,4,6,39531,104680,5,31,0,14296,3,8/10/17,Specialist
Gazlowe,12,20,11,3,8,4,6,39710,104728,6,31,0,14284,3,8/11/17,Specialist
Gazlowe,12,20,11,3,8,4,6,39765,104939,8,32,0,14281,3,8/12/17,Specialist
Gazlowe,12,20,11,3,8,4,6,39281,103544,9,36,0,14192,4,8/13/17,Specialist
Murky,11,20,12,2,9,2,4,29648,118949,53,5053,0,18068,3,7/14/17,Specialist
Murky,11,20,12,2,9,2,4,29720,117980,75,5065,0,18096,3,7/15/17,Specialist
Murky,11,20,12,2,9,2,4,29288,118408,74,5063,0,18142,3,7/16/17,Specialist
Murky,11,21,12,2,9,2,4,29696,118953,90,5208,0,18293,3,7/17/17,Specialist
Murky,11,20,12,2,9,2,4,29362,119806,81,5172,0,18424,3,7/18/17,Specialist
Murky,11,21,12,2,9,2,4,29502,120705,77,5183,0,18559,3,7/19/17,Specialist
Murky,11,21,12,2,9,2,4,29389,120223,61,5227,0,18488,3,7/20/17,Specialist
Murky,11,21,12,2,9,2,4,29179,119253,78,5288,0,18369,3,7/21/17,Specialist
Murky,11,21,12,2,9,2,4,29594,121069,78,5304,0,18527,3,7/22/17,Specialist
Murky,11,20,12,2,9,2,4,29472,119868,79,5212,0,18381,3,7/23/17,Specialist
Murky,11,21,12,2,9,2,4,29416,121358,85,5391,0,18537,3,7/24/17,Specialist
Murky,11,21,12,2,9,2,4,28870,120637,72,5269,0,18502,3,7/25/17,Specialist
Murky,12,20,12,2,9,2,4,28976,119546,84,5043,0,18259,3,7/26/17,Specialist
Murky,11,20,12,2,9,2,4,29052,119822,88,5086,0,18318,3,7/27/17,Specialist
Murky,11,20,12,2,9,2,4,28911,119791,68,5211,0,18200,3,7/28/17,Specialist
Murky,11,20,12,2,9,2,4,29143,119236,72,5213,0,18279,3,7/29/17,Specialist
Murky,11,20,12,2,9,2,4,28642,121146,70,5315,0,18358,3,7/30/17,Specialist
Murky,11,21,12,2,9,2,4,28608,120851,70,5248,0,18444,3,7/31/17,Specialist
Murky,11,20,12,2,9,2,4,28800,120528,75,5151,0,18360,3,8/1/17,Specialist
Murky,11,20,12,2,9,2,4,28606,119921,80,5061,0,18139,3,8/2/17,Specialist
Murky,11,20,12,2,9,2,4,28753,118460,78,5103,0,18034,3,8/3/17,Specialist
Murky,12,20,12,2,9,2,4,28704,119537,63,5056,0,18193,3,8/4/17,Specialist
Murky,11,20,12,2,9,2,4,28590,118533,72,5024,0,18139,3,8/5/17,Specialist
Murky,11,20,12,2,9,2,4,28708,119364,61,5024,0,18112,3,8/6/17,Specialist
Murky,11,20,12,2,9,2,4,28674,120316,65,5016,0,18206,3,8/7/17,Specialist
Murky,11,20,12,2,9,2,4,28848,118881,75,5140,0,18151,3,8/8/17,Specialist
Murky,11,20,12,2,9,2,4,29000,119279,13,4911,0,18200,3,8/9/17,Specialist
Murky,12,20,12,2,9,2,4,28855,119426,3,5049,0,18343,3,8/10/17,Specialist
Murky,12,20,12,2,9,2,4,28509,120423,3,5056,0,18345,3,8/11/17,Specialist
Murky,12,20,12,2,9,2,4,27885,119721,3,4940,0,18117,3,8/12/17,Specialist
Murky,12,20,12,2,9,2,4,28196,119550,3,5075,0,18196,3,8/13/17,Specialist
Nazeebo,12,20,13,3,9,4,7,48034,103052,20,1006,0,14272,2,7/14/17,Specialist
Nazeebo,12,20,13,3,9,4,7,47699,103204,21,1013,0,14272,2,7/15/17,Specialist
Nazeebo,12,20,13,3,9,4,7,47428,103092,25,1031,0,14288,2,7/16/17,Specialist
Nazeebo,12,20,13,3,9,4,7,46923,103848,21,1037,0,14402,2,7/17/17,Specialist
Nazeebo,12,20,13,3,9,4,7,47219,105272,26,1058,0,14544,2,7/18/17,Specialist
Nazeebo,13,20,13,3,9,4,7,46376,105189,26,1065,0,14555,2,7/19/17,Specialist
Nazeebo,13,20,13,4,9,4,7,46900,105600,21,1091,0,14637,2,7/20/17,Specialist
Nazeebo,12,20,13,3,9,4,7,46517,104617,28,1013,0,14551,2,7/21/17,Specialist
Nazeebo,13,20,13,3,9,4,7,46621,104740,25,1122,0,14504,2,7/22/17,Specialist
Nazeebo,13,20,13,3,9,4,7,47050,105487,29,1108,0,14620,2,7/23/17,Specialist
Nazeebo,12,20,13,3,9,4,7,46500,106493,29,1051,0,14668,2,7/24/17,Specialist
Nazeebo,11,20,13,4,9,4,7,46114,104303,23,1016,0,14601,2,7/25/17,Specialist
Nazeebo,11,20,13,4,9,4,7,46807,104241,22,1140,0,14493,1,7/26/17,Specialist
Nazeebo,12,20,13,4,9,4,7,47507,105461,26,1288,0,14575,1,7/27/17,Specialist
Nazeebo,12,20,13,4,9,4,7,47375,105491,25,1229,0,14609,2,7/28/17,Specialist
Nazeebo,12,20,13,4,9,4,7,47190,104722,29,1273,0,14498,1,7/29/17,Specialist
Nazeebo,12,20,13,4,9,4,7,47447,106365,26,1338,0,14686,2,7/30/17,Specialist
Nazeebo,12,20,13,4,9,4,7,46883,106771,23,1224,0,14724,1,7/31/17,Specialist
Nazeebo,13,20,13,3,9,4,7,46932,107009,27,1291,0,14647,2,8/1/17,Specialist
Nazeebo,13,20,13,3,9,4,7,47160,106008,26,1330,0,14500,2,8/2/17,Specialist
Nazeebo,13,20,13,3,9,4,7,47043,106494,29,1338,0,14515,2,8/3/17,Specialist
Nazeebo,13,20,13,3,9,4,7,46990,105900,28,1292,0,14512,1,8/4/17,Specialist
Nazeebo,13,20,13,3,9,4,7,47022,106439,25,1370,0,14549,2,8/5/17,Specialist
Nazeebo,13,20,13,3,9,4,7,47037,106125,26,1407,0,14500,2,8/6/17,Specialist
Nazeebo,13,20,13,3,9,4,7,47188,106976,31,1426,0,14562,2,8/7/17,Specialist
Nazeebo,13,20,13,3,9,4,7,47295,105549,25,1345,0,14457,2,8/8/17,Specialist
Nazeebo,13,20,13,4,9,4,7,46865,103339,11,1322,0,14575,2,8/9/17,Specialist
Nazeebo,13,20,13,4,9,4,7,46358,103984,8,1343,0,14627,2,8/10/17,Specialist
Nazeebo,13,20,13,4,9,4,7,46366,104974,10,1271,0,14692,2,8/11/17,Specialist
Nazeebo,13,20,13,4,9,4,7,45940,104288,8,1269,0,14632,2,8/12/17,Specialist
Nazeebo,13,20,13,4,9,4,7,46225,104774,9,1272,0,14667,2,8/13/17,Specialist
Sgt.Hammer,9,20,13,3,9,4,7,46298,112988,6,6983,0,13527,0,7/14/17,Specialist
Sgt.Hammer,9,20,13,3,9,4,7,45437,111414,10,6987,0,13418,0,7/15/17,Specialist
Sgt.Hammer,9,20,13,3,9,4,7,45717,113062,9,7078,0,13602,0,7/16/17,Specialist
Sgt.Hammer,9,20,13,3,9,4,7,45130,112209,7,7093,0,13488,0,7/17/17,Specialist
Sgt.Hammer,11,20,14,4,9,4,7,46890,116430,12,7430,0,13958,0,7/18/17,Specialist
Sgt.Hammer,12,20,13,4,9,4,7,46127,117095,10,7646,0,13947,0,7/19/17,Specialist
Sgt.Hammer,12,20,13,4,9,4,7,46471,117628,9,7674,0,13941,0,7/20/17,Specialist
Sgt.Hammer,12,20,13,4,9,4,7,46011,116163,10,7693,0,13839,0,7/21/17,Specialist
Sgt.Hammer,12,20,13,4,9,4,7,46308,117864,9,7685,0,13984,0,7/22/17,Specialist
Sgt.Hammer,12,20,13,4,9,4,7,46279,119252,11,7879,0,14059,0,7/23/17,Specialist
Sgt.Hammer,12,20,13,3,9,4,7,46025,118632,8,7839,0,14067,0,7/24/17,Specialist
Sgt.Hammer,12,20,13,3,9,4,7,45241,115804,9,7692,0,13828,0,7/25/17,Specialist
Sgt.Hammer,12,20,13,3,9,4,7,46519,115866,9,7736,0,13729,0,7/26/17,Specialist
Sgt.Hammer,12,20,13,3,9,4,7,46390,116625,8,7590,0,13760,0,7/27/17,Specialist
Sgt.Hammer,12,20,13,3,9,4,7,46079,116491,9,7592,0,13825,0,7/28/17,Specialist
Sgt.Hammer,12,20,13,3,9,4,7,46501,117586,10,7567,0,13813,0,7/29/17,Specialist
Sgt.Hammer,12,20,13,3,9,4,7,46335,116768,13,7638,0,13795,0,7/30/17,Specialist
Sgt.Hammer,12,20,13,3,9,4,7,46088,118173,10,7884,0,13930,0,7/31/17,Specialist
Sgt.Hammer,12,20,13,3,9,4,7,46405,116801,13,7401,0,13671,0,8/1/17,Specialist
Sgt.Hammer,12,20,13,3,9,4,7,45661,114822,9,7514,0,13577,0,8/2/17,Specialist
Sgt.Hammer,12,20,13,3,9,4,7,45810,116145,8,7508,0,13594,0,8/3/17,Specialist
Sgt.Hammer,12,20,13,3,9,4,7,45701,115407,12,7531,0,13635,0,8/4/17,Specialist
Sgt.Hammer,12,20,13,3,9,4,7,46202,115496,13,7776,0,13635,0,8/5/17,Specialist
Sgt.Hammer,12,20,13,3,9,4,7,46057,115834,13,7584,0,13672,0,8/6/17,Specialist
Sgt.Hammer,12,20,13,3,9,4,7,45859,116029,9,7371,0,13703,0,8/7/17,Specialist
Sgt.Hammer,12,20,13,4,9,4,7,46826,116187,13,7511,0,13722,0,8/8/17,Specialist
Sgt.Hammer,12,20,14,4,9,4,7,46752,115306,4,7238,0,13763,0,8/9/17,Specialist
Sgt.Hammer,12,20,14,4,9,4,7,46433,118439,4,7304,0,14029,0,8/10/17,Specialist
Sgt.Hammer,13,20,13,4,9,4,7,45195,117315,5,7248,0,13847,0,8/11/17,Specialist
Sgt.Hammer,13,20,14,4,9,4,7,46364,117982,7,7358,0,13872,0,8/12/17,Specialist
Sgt.Hammer,13,20,13,4,9,4,7,45248,115523,5,7056,0,13642,0,8/13/17,Specialist
Sylvanas,11,20,12,3,9,4,6,38543,111455,51,973,0,13751,3,7/14/17,Specialist
Sylvanas,11,20,12,3,9,4,6,37616,109146,54,922,0,13595,3,7/15/17,Specialist
Sylvanas,11,20,12,3,9,4,6,37974,110158,55,953,0,13651,3,7/16/17,Specialist
Sylvanas,11,20,12,3,9,4,6,37384,110341,60,946,0,13687,3,7/17/17,Specialist
Sylvanas,12,20,13,3,9,4,7,38179,112178,54,931,0,13829,3,7/18/17,Specialist
Sylvanas,13,20,13,3,9,4,7,37760,113204,65,957,0,13862,3,7/19/17,Specialist
Sylvanas,13,20,13,3,9,4,7,38069,113796,55,954,0,13926,3,7/20/17,Specialist
Sylvanas,13,20,13,3,9,4,7,37861,111941,59,904,0,13757,3,7/21/17,Specialist
Sylvanas,13,20,13,3,9,4,7,38066,113364,59,926,0,13926,3,7/22/17,Specialist
Sylvanas,13,20,13,3,9,4,7,38191,113726,64,999,0,14002,3,7/23/17,Specialist
Sylvanas,13,20,13,3,9,4,6,37697,113359,70,934,0,13928,3,7/24/17,Specialist
Sylvanas,13,20,13,3,9,4,7,37551,113173,59,956,0,13871,3,7/25/17,Specialist
Sylvanas,13,20,12,3,9,4,6,38145,112973,58,954,0,13796,3,7/26/17,Specialist
Sylvanas,13,20,13,3,9,4,6,38484,113363,63,928,0,13785,3,7/27/17,Specialist
Sylvanas,13,20,13,3,9,4,6,37739,112742,57,911,0,13784,3,7/28/17,Specialist
Sylvanas,13,20,13,3,9,4,6,37799,112551,64,902,0,13781,3,7/29/17,Specialist
Sylvanas,13,20,13,3,9,4,6,37982,112220,63,944,0,13758,3,7/30/17,Specialist
Sylvanas,13,20,13,3,9,4,6,37883,112813,61,921,0,13759,3,7/31/17,Specialist
Sylvanas,13,20,12,3,9,4,6,37338,111714,66,935,0,13689,3,8/1/17,Specialist
Sylvanas,13,20,12,3,9,4,6,37428,112016,53,921,0,13666,3,8/2/17,Specialist
Sylvanas,13,20,13,3,9,4,7,37644,112535,59,916,0,13739,3,8/3/17,Specialist
Sylvanas,13,20,13,3,9,4,7,37308,112113,65,932,0,13630,3,8/4/17,Specialist
Sylvanas,13,20,13,3,9,4,6,37231,112141,62,981,0,13692,3,8/5/17,Specialist
Sylvanas,13,20,13,3,9,4,6,37307,112895,60,937,0,13738,3,8/6/17,Specialist
Sylvanas,13,20,12,3,9,4,6,37591,112621,56,894,0,13748,3,8/7/17,Specialist
Sylvanas,13,20,12,3,9,4,6,37697,111602,66,929,0,13658,3,8/8/17,Specialist
Sylvanas,13,20,13,3,9,4,7,37078,110742,13,892,0,13809,3,8/9/17,Specialist
Sylvanas,13,20,13,3,9,4,7,36788,112159,4,926,0,13875,3,8/10/17,Specialist
Sylvanas,13,20,13,3,9,4,7,36748,112994,4,915,0,13817,3,8/11/17,Specialist
Sylvanas,13,19,13,3,9,4,7,36580,112181,5,939,0,13725,3,8/12/17,Specialist
Sylvanas,13,20,13,3,9,4,7,36349,111644,4,905,0,13735,3,8/13/17,Specialist
TheLostVikings,9,20,11,1,9,3,4,22437,116861,196,21704,0,23787,3,7/14/17,Specialist
TheLostVikings,9,20,11,1,9,3,4,23347,118026,111,22463,0,24136,4,7/15/17,Specialist
TheLostVikings,9,20,11,1,9,3,3,23000,118063,120,23003,0,24299,4,7/16/17,Specialist
TheLostVikings,10,20,11,2,9,3,4,23498,117999,138,22638,0,24187,3,7/17/17,Specialist
TheLostVikings,10,20,11,2,9,3,4,23671,122440,139,23568,0,24848,4,7/18/17,Specialist
TheLostVikings,10,20,11,2,9,3,3,23131,122266,129,23275,0,24886,4,7/19/17,Specialist
TheLostVikings,10,20,12,2,9,3,4,23288,122421,104,22829,0,25026,4,7/20/17,Specialist
TheLostVikings,9,20,11,2,9,3,4,22995,120111,142,22859,0,24518,3,7/21/17,Specialist
TheLostVikings,10,20,11,1,9,3,4,22806,119082,131,23455,0,24385,4,7/22/17,Specialist
TheLostVikings,9,20,11,2,9,3,4,23807,121230,134,22963,0,24881,4,7/23/17,Specialist
TheLostVikings,9,20,11,2,9,3,4,23252,115854,161,23143,0,23954,4,7/24/17,Specialist
TheLostVikings,10,20,11,2,9,3,4,22549,117264,136,23444,0,24408,3,7/25/17,Specialist
TheLostVikings,9,20,11,2,9,3,4,23259,117992,126,22967,0,24016,3,7/26/17,Specialist
TheLostVikings,9,20,11,2,9,3,4,23197,113876,92,22418,0,23805,4,7/27/17,Specialist
TheLostVikings,9,20,11,2,9,3,4,22590,118115,136,22710,0,24541,4,7/28/17,Specialist
TheLostVikings,9,20,11,1,9,3,3,22839,119494,114,22853,0,24507,4,7/29/17,Specialist
TheLostVikings,9,20,11,2,9,3,4,23260,117054,172,22318,0,24409,4,7/30/17,Specialist
TheLostVikings,9,20,11,2,9,3,4,22741,122126,107,22761,0,24841,4,7/31/17,Specialist
TheLostVikings,10,20,11,2,9,3,4,22781,116938,75,22314,0,24410,3,8/1/17,Specialist
TheLostVikings,10,20,11,2,9,3,3,23198,119679,94,22887,0,24318,4,8/2/17,Specialist
TheLostVikings,10,20,11,1,9,3,4,23038,118852,95,22372,0,24324,4,8/3/17,Specialist
TheLostVikings,9,20,11,2,9,3,4,22656,120835,132,23381,0,24603,4,8/4/17,Specialist
TheLostVikings,9,20,11,2,9,3,4,22650,115900,154,22874,0,23967,3,8/5/17,Specialist
TheLostVikings,9,20,11,2,9,3,4,22591,117549,121,22575,0,24232,3,8/6/17,Specialist
TheLostVikings,10,20,11,2,9,3,4,22921,118826,116,23075,0,24504,4,8/7/17,Specialist
TheLostVikings,9,20,11,1,9,3,3,21937,116454,98,22054,0,23925,3,8/8/17,Specialist
TheLostVikings,8,20,12,2,9,3,4,22780,117664,34,21429,0,24541,3,8/9/17,Specialist
TheLostVikings,9,20,12,2,10,3,4,22436,121591,6,21667,0,24965,4,8/10/17,Specialist
TheLostVikings,10,20,12,2,10,3,4,22891,121499,5,22197,0,24740,3,8/11/17,Specialist
TheLostVikings,10,20,12,2,10,3,4,22477,123628,7,22954,0,25344,4,8/12/17,Specialist
TheLostVikings,9,20,11,1,9,3,3,21296,118577,9,22143,0,24539,4,8/13/17,Specialist
Zagara,12,20,10,2,7,4,6,40864,117723,26,1730,0,14816,2,7/14/17,Specialist
Zagara,12,20,10,2,7,3,6,40718,117982,23,1695,0,14726,2,7/15/17,Specialist
Zagara,12,20,10,2,7,4,6,40863,117642,21,1755,0,14792,2,7/16/17,Specialist
Zagara,12,20,10,2,8,4,6,40765,119614,19,1715,0,14937,2,7/17/17,Specialist
Zagara,10,20,11,2,8,4,6,39992,118225,21,1683,0,14985,2,7/18/17,Specialist
Zagara,9,20,11,2,8,4,6,39786,117853,20,1685,0,14980,2,7/19/17,Specialist
Zagara,10,20,11,2,8,4,6,39762,117558,19,1675,0,14934,2,7/20/17,Specialist
Zagara,10,20,10,2,8,4,6,39527,117845,16,1666,0,14912,2,7/21/17,Specialist
Zagara,10,20,10,2,8,4,6,39544,117680,18,1689,0,14910,2,7/22/17,Specialist
Zagara,10,20,10,2,8,4,6,39676,117845,19,1667,0,14865,2,7/23/17,Specialist
Zagara,10,20,10,2,8,4,6,39158,118659,22,1681,0,14924,2,7/24/17,Specialist
Zagara,11,20,10,2,8,4,6,39511,118109,34,1671,0,14858,2,7/25/17,Specialist
Zagara,12,20,10,2,7,3,6,40155,120079,29,1683,0,14985,2,7/26/17,Specialist
Zagara,12,20,10,2,7,3,6,39785,118676,24,1641,0,14811,2,7/27/17,Specialist
Zagara,12,20,10,2,7,4,6,40044,120720,18,1627,0,15017,2,7/28/17,Specialist
Zagara,12,20,10,2,8,4,6,40083,120018,26,1647,0,14987,2,7/29/17,Specialist
Zagara,12,20,10,2,8,4,6,40242,119881,22,1696,0,14970,2,7/30/17,Specialist
Zagara,12,20,10,2,7,4,6,40092,120824,21,1630,0,14985,2,7/31/17,Specialist
Zagara,12,20,10,2,7,4,6,39416,117628,31,1625,0,14751,2,8/1/17,Specialist
Zagara,12,20,10,2,7,4,6,39379,119090,34,1579,0,14802,2,8/2/17,Specialist
Zagara,12,20,10,2,7,4,6,39421,119252,22,1643,0,14812,2,8/3/17,Specialist
Zagara,12,20,10,2,7,4,6,39776,119561,27,1597,0,14878,2,8/4/17,Specialist
Zagara,12,20,10,2,7,4,6,40006,118506,23,1656,0,14846,2,8/5/17,Specialist
Zagara,12,20,10,2,8,4,6,39832,118720,29,1656,0,14784,2,8/6/17,Specialist
Zagara,12,20,10,2,8,4,6,40009,119889,37,1651,0,14897,2,8/7/17,Specialist
Zagara,10,20,10,2,8,4,6,39685,116658,25,1612,0,14705,2,8/8/17,Specialist
Zagara,9,20,11,2,8,4,6,39414,114303,6,1605,0,14892,2,8/9/17,Specialist
Zagara,10,20,10,2,8,4,6,38889,113936,5,1494,0,14795,2,8/10/17,Specialist
Zagara,10,20,10,2,8,4,6,38948,116461,4,1517,0,15011,2,8/11/17,Specialist
Zagara,10,20,10,2,8,4,6,39190,116228,5,1535,0,15036,2,8/12/17,Specialist
Zagara,10,20,10,2,8,4,6,38951,115750,5,1486,0,14817,2,8/13/17,Specialist
